package_app	file	line_count	reviewer	status	evidence_file	reviewed_ranges	finding_count
apps/primary-advantage	apps/primary-advantage/app/api/students/[id]/route.ts	30	measure-jr-green/primary-advantage-017	reviewed	measure/tracks/primary_advantage_full_review_20260626/line-review/evidence/primary-advantage-017.md	1-30	1
apps/primary-advantage	apps/primary-advantage/app/api/students/leaderboard/route.ts	46	measure-jr-green/primary-advantage-017	reviewed	measure/tracks/primary_advantage_full_review_20260626/line-review/evidence/primary-advantage-017.md	1-46	0
apps/primary-advantage	apps/primary-advantage/app/api/students/route.ts	15	measure-jr-green/primary-advantage-017	reviewed	measure/tracks/primary_advantage_full_review_20260626/line-review/evidence/primary-advantage-017.md	1-15	0
apps/primary-advantage	apps/primary-advantage/app/api/teachers/[id]/route.ts	30	measure-jr-green/primary-advantage-017	reviewed	measure/tracks/primary_advantage_full_review_20260626/line-review/evidence/primary-advantage-017.md	1-30	0
apps/primary-advantage	apps/primary-advantage/app/api/teachers/assignments/route.ts	6	measure-jr-green/primary-advantage-017	reviewed	measure/tracks/primary_advantage_full_review_20260626/line-review/evidence/primary-advantage-017.md	1-6	1
apps/primary-advantage	apps/primary-advantage/app/api/teachers/route.ts	15	coder-minimax-m3/primary-advantage-018	reviewed	measure/tracks/primary_advantage_full_review_20260626/line-review/evidence/primary-advantage-018.md	1-15	0
apps/primary-advantage	apps/primary-advantage/app/api/upload/classes/route.ts	1074	coder-minimax-m3/primary-advantage-018	reviewed	measure/tracks/primary_advantage_full_review_20260626/line-review/evidence/primary-advantage-018.md	1-1074	9
apps/primary-advantage	apps/primary-advantage/app/api/upload/csv/cleanup/route.ts	87	coder-minimax-m3/primary-advantage-018	reviewed	measure/tracks/primary_advantage_full_review_20260626/line-review/evidence/primary-advantage-018.md	1-87	3
apps/primary-advantage	apps/primary-advantage/app/api/upload/csv/route.ts	506	coder-minimax-m3/primary-advantage-019	reviewed	measure/tracks/primary_advantage_full_review_20260626/line-review/evidence/primary-advantage-019.md	1-506	10
apps/primary-advantage	apps/primary-advantage/app/api/users/[id]/article-records/route.ts	43	coder-minimax-m3/primary-advantage-019	reviewed	measure/tracks/primary_advantage_full_review_20260626/line-review/evidence/primary-advantage-019.md	1-43	0
apps/primary-advantage	apps/primary-advantage/app/api/users/[id]/reminder-reread/route.ts	36	coder-minimax-m3/primary-advantage-019	reviewed	measure/tracks/primary_advantage_full_review_20260626/line-review/evidence/primary-advantage-019.md	1-36	0
apps/primary-advantage	apps/primary-advantage/app/api/users/[id]/route.ts	116	coder-minimax-m3/primary-advantage-019	reviewed	measure/tracks/primary_advantage_full_review_20260626/line-review/evidence/primary-advantage-019.md	1-116	3
apps/primary-advantage	apps/primary-advantage/app/api/users/activitylog/[id]/route.ts	22	coder-minimax-m3/primary-advantage-019	reviewed	measure/tracks/primary_advantage_full_review_20260626/line-review/evidence/primary-advantage-019.md	1-22	1
apps/primary-advantage	apps/primary-advantage/app/api/users/me/school/admins/[adminId]/route.ts	160	coder-minimax-m3/primary-advantage-019	reviewed	measure/tracks/primary_advantage_full_review_20260626/line-review/evidence/primary-advantage-019.md	1-160	2
apps/primary-advantage	apps/primary-advantage/app/api/users/me/school/admins/route.ts	163	coder-minimax-m3/primary-advantage-019	reviewed	measure/tracks/primary_advantage_full_review_20260626/line-review/evidence/primary-advantage-019.md	1-163	2
apps/primary-advantage	apps/primary-advantage/app/api/users/me/school/route.ts	505	coder-deepseek-v4-flash/primary-advantage-020	reviewed	measure/tracks/primary_advantage_full_review_20260626/line-review/evidence/primary-advantage-020.md	1-505	3
apps/primary-advantage	apps/primary-advantage/app/api/users/search/route.ts	70	coder-deepseek-v4-flash/primary-advantage-020	reviewed	measure/tracks/primary_advantage_full_review_20260626/line-review/evidence/primary-advantage-020.md	1-70	1
apps/primary-advantage	apps/primary-advantage/cloudbuild.yaml	84	coder-deepseek-v4-flash/primary-advantage-020	reviewed	measure/tracks/primary_advantage_full_review_20260626/line-review/evidence/primary-advantage-020.md	1-84	2
apps/primary-advantage	apps/primary-advantage/components.json	21	coder-xiaomi-mimo-v2-5-pro/primary-advantage-067	reviewed	measure/tracks/primary_advantage_full_review_20260626/line-review/evidence/primary-advantage-067.md	1-21	0
apps/primary-advantage	apps/primary-advantage/components/admin/admin-dashboard-header.tsx	127	coder-deepseek-v4-flash/primary-advantage-020	reviewed	measure/tracks/primary_advantage_full_review_20260626/line-review/evidence/primary-advantage-020.md	1-127	1
apps/primary-advantage	apps/primary-advantage/components/admin/admin-overview-charts.tsx	181	coder-deepseek-v4-flash/primary-advantage-020	reviewed	measure/tracks/primary_advantage_full_review_20260626/line-review/evidence/primary-advantage-020.md	1-181	1
apps/primary-advantage	apps/primary-advantage/components/admin/admin-quick-actions.tsx	92	coder-deepseek-v4-flash/primary-advantage-020	reviewed	measure/tracks/primary_advantage_full_review_20260626/line-review/evidence/primary-advantage-020.md	1-92	1
apps/primary-advantage	apps/primary-advantage/components/admin/admin-recent-activity.tsx	214	coder-xiaomi-mimo-v2-5-pro/primary-advantage-021	reviewed	measure/tracks/primary_advantage_full_review_20260626/line-review/evidence/primary-advantage-021.md	1-214	3
apps/primary-advantage	apps/primary-advantage/components/admin/admin-stats-cards.tsx	139	coder-xiaomi-mimo-v2-5-pro/primary-advantage-021	reviewed	measure/tracks/primary_advantage_full_review_20260626/line-review/evidence/primary-advantage-021.md	1-139	6
apps/primary-advantage	apps/primary-advantage/components/admin/article-creation.tsx	1297	coder-xiaomi-mimo-v2-5/primary-advantage-022	reviewed	measure/tracks/primary_advantage_full_review_20260626/line-review/evidence/primary-advantage-022.md	1-1297	8
apps/primary-advantage	apps/primary-advantage/components/admin/classrooms-table.tsx	585	coder-minimax-m3/primary-advantage-023	reviewed	measure/tracks/primary_advantage_full_review_20260626/line-review/evidence/primary-advantage-023.md	1-585	16
apps/primary-advantage	apps/primary-advantage/components/admin/teachers-table.tsx	945	coder-minimax-m3/primary-advantage-024	reviewed	measure/tracks/primary_advantage_full_review_20260626/line-review/evidence/primary-advantage-024.md	1-945	8
apps/primary-advantage	apps/primary-advantage/components/articles/article-card.tsx	90	coder-minimax-m3/primary-advantage-024	reviewed	measure/tracks/primary_advantage_full_review_20260626/line-review/evidence/primary-advantage-024.md	1-90	7
apps/primary-advantage	apps/primary-advantage/components/articles/article-content.tsx	1034	coder-deepseek-v4-flash/primary-advantage-025	reviewed	measure/tracks/primary_advantage_full_review_20260626/line-review/evidence/primary-advantage-025.md	1-1034	5
apps/primary-advantage	apps/primary-advantage/components/articles/article-select.tsx	130	coder-deepseek-v4-flash/primary-advantage-025	reviewed	measure/tracks/primary_advantage_full_review_20260626/line-review/evidence/primary-advantage-025.md	1-130	3
apps/primary-advantage	apps/primary-advantage/components/articles/article-showcase-card.tsx	160	coder-xiaomi-mimo-v2-5-pro/primary-advantage-026	reviewed	measure/tracks/primary_advantage_full_review_20260626/line-review/evidence/primary-advantage-026.md	1-160	0
apps/primary-advantage	apps/primary-advantage/components/articles/questions/la-question-card.tsx	90	coder-xiaomi-mimo-v2-5-pro/primary-advantage-026	reviewed	measure/tracks/primary_advantage_full_review_20260626/line-review/evidence/primary-advantage-026.md	1-90	0
apps/primary-advantage	apps/primary-advantage/components/articles/questions/la-question-content.tsx	369	coder-xiaomi-mimo-v2-5-pro/primary-advantage-026	reviewed	measure/tracks/primary_advantage_full_review_20260626/line-review/evidence/primary-advantage-026.md	1-369	7
apps/primary-advantage	apps/primary-advantage/components/articles/questions/mc-question-card.tsx	112	coder-xiaomi-mimo-v2-5-pro/primary-advantage-026	reviewed	measure/tracks/primary_advantage_full_review_20260626/line-review/evidence/primary-advantage-026.md	1-112	2
apps/primary-advantage	apps/primary-advantage/components/articles/questions/mc-question-content.tsx	251	coder-xiaomi-mimo-v2-5-pro/primary-advantage-026	reviewed	measure/tracks/primary_advantage_full_review_20260626/line-review/evidence/primary-advantage-026.md	1-251	4
apps/primary-advantage	apps/primary-advantage/components/articles/questions/question-header.tsx	71	coder-xiaomi-mimo-v2-5-pro/primary-advantage-026	reviewed	measure/tracks/primary_advantage_full_review_20260626/line-review/evidence/primary-advantage-026.md	1-71	3
apps/primary-advantage	apps/primary-advantage/components/articles/questions/retake-button.tsx	59	coder-xiaomi-mimo-v2-5-pro/primary-advantage-026	reviewed	measure/tracks/primary_advantage_full_review_20260626/line-review/evidence/primary-advantage-026.md	1-59	0
apps/primary-advantage	apps/primary-advantage/components/articles/questions/sa-question-card.tsx	105	coder-xiaomi-mimo-v2-5/primary-advantage-027	reviewed	measure/tracks/primary_advantage_full_review_20260626/line-review/evidence/primary-advantage-027.md	1-105	1
apps/primary-advantage	apps/primary-advantage/components/articles/questions/sa-question-content.tsx	212	coder-xiaomi-mimo-v2-5/primary-advantage-027	reviewed	measure/tracks/primary_advantage_full_review_20260626/line-review/evidence/primary-advantage-027.md	1-212	3
apps/primary-advantage	apps/primary-advantage/components/articles/sentence.tsx	169	coder-xiaomi-mimo-v2-5/primary-advantage-027	reviewed	measure/tracks/primary_advantage_full_review_20260626/line-review/evidence/primary-advantage-027.md	1-169	1
apps/primary-advantage	apps/primary-advantage/components/articles/word-list.tsx	189	coder-xiaomi-mimo-v2-5/primary-advantage-027	reviewed	measure/tracks/primary_advantage_full_review_20260626/line-review/evidence/primary-advantage-027.md	1-189	2
apps/primary-advantage	apps/primary-advantage/components/audio-button.tsx	84	coder-xiaomi-mimo-v2-5/primary-advantage-027	reviewed	measure/tracks/primary_advantage_full_review_20260626/line-review/evidence/primary-advantage-027.md	1-84	1
apps/primary-advantage	apps/primary-advantage/components/auth/email-forgot-password-template.tsx	13	coder-xiaomi-mimo-v2-5/primary-advantage-027	reviewed	measure/tracks/primary_advantage_full_review_20260626/line-review/evidence/primary-advantage-027.md	1-13	1
apps/primary-advantage	apps/primary-advantage/components/auth/student-signin-form.tsx	202	coder-xiaomi-mimo-v2-5/primary-advantage-027	reviewed	measure/tracks/primary_advantage_full_review_20260626/line-review/evidence/primary-advantage-027.md	1-202	2
apps/primary-advantage	apps/primary-advantage/components/auth/teacher-signin-form.tsx	155	coder-xiaomi-mimo-v2-5/primary-advantage-027	reviewed	measure/tracks/primary_advantage_full_review_20260626/line-review/evidence/primary-advantage-027.md	1-155	2
apps/primary-advantage	apps/primary-advantage/components/auth/user-reset-pass-form.tsx	105	coder-minimax-m3/primary-advantage-028	reviewed	measure/tracks/primary_advantage_full_review_20260626/line-review/evidence/primary-advantage-028.md	1-105	2
apps/primary-advantage	apps/primary-advantage/components/auth/user-signup-form.tsx	189	coder-minimax-m3/primary-advantage-028	reviewed	measure/tracks/primary_advantage_full_review_20260626/line-review/evidence/primary-advantage-028.md	1-189	3
apps/primary-advantage	apps/primary-advantage/components/change-username-form.tsx	113	coder-minimax-m3/primary-advantage-028	reviewed	measure/tracks/primary_advantage_full_review_20260626/line-review/evidence/primary-advantage-028.md	1-113	3
apps/primary-advantage	apps/primary-advantage/components/dashboard/article-records-table.tsx	294	coder-minimax-m3/primary-advantage-028	reviewed	measure/tracks/primary_advantage_full_review_20260626/line-review/evidence/primary-advantage-028.md	1-294	3
apps/primary-advantage	apps/primary-advantage/components/dashboard/class-activity-chart.tsx	307	coder-minimax-m3/primary-advantage-028	reviewed	measure/tracks/primary_advantage_full_review_20260626/line-review/evidence/primary-advantage-028.md	1-307	3
apps/primary-advantage	apps/primary-advantage/components/dashboard/reminder-reread-table.tsx	233	coder-minimax-m3/primary-advantage-029	reviewed	measure/tracks/primary_advantage_full_review_20260626/line-review/evidence/primary-advantage-029.md	1-233	4
apps/primary-advantage	apps/primary-advantage/components/dashboard/user-activity-chart.tsx	319	coder-minimax-m3/primary-advantage-029	reviewed	measure/tracks/primary_advantage_full_review_20260626/line-review/evidence/primary-advantage-029.md	1-319	7
apps/primary-advantage	apps/primary-advantage/components/dashboard/user-heatmap-chart.tsx	74	coder-minimax-m3/primary-advantage-029	reviewed	measure/tracks/primary_advantage_full_review_20260626/line-review/evidence/primary-advantage-029.md	1-74	4
apps/primary-advantage	apps/primary-advantage/components/dashboard/user-level-indicator.tsx	86	coder-minimax-m3/primary-advantage-029	reviewed	measure/tracks/primary_advantage_full_review_20260626/line-review/evidence/primary-advantage-029.md	1-86	4
apps/primary-advantage	apps/primary-advantage/components/dashboard/user-reading-chart.tsx	167	coder-minimax-m3/primary-advantage-029	reviewed	measure/tracks/primary_advantage_full_review_20260626/line-review/evidence/primary-advantage-029.md	1-167	5
apps/primary-advantage	apps/primary-advantage/components/dashboard/user-recent-activity.tsx	118	coder-minimax-m3/primary-advantage-029	reviewed	measure/tracks/primary_advantage_full_review_20260626/line-review/evidence/primary-advantage-029.md	1-118	4
apps/primary-advantage	apps/primary-advantage/components/dashboard/user-xpoverall-chart.tsx	232	coder-deepseek-v4-flash/primary-advantage-030	reviewed	measure/tracks/primary_advantage_full_review_20260626/line-review/evidence/primary-advantage-030.md	1-232	2
apps/primary-advantage	apps/primary-advantage/components/flashcards/deck-view.tsx	500	coder-deepseek-v4-flash/primary-advantage-030	reviewed	measure/tracks/primary_advantage_full_review_20260626/line-review/evidence/primary-advantage-030.md	1-500	3
apps/primary-advantage	apps/primary-advantage/components/flashcards/empty-deck.tsx	310	coder-deepseek-v4-flash/primary-advantage-030	reviewed	measure/tracks/primary_advantage_full_review_20260626/line-review/evidence/primary-advantage-030.md	1-310	1
apps/primary-advantage	apps/primary-advantage/components/flashcards/flashcard-dashboard.tsx	141	coder-deepseek-v4-flash/primary-advantage-030	reviewed	measure/tracks/primary_advantage_full_review_20260626/line-review/evidence/primary-advantage-030.md	1-141	2
apps/primary-advantage	apps/primary-advantage/components/flashcards/flashcard-game.tsx	448	coder-xiaomi-mimo-v2-5-pro/primary-advantage-031	reviewed	measure/tracks/primary_advantage_full_review_20260626/line-review/evidence/primary-advantage-031.md	1-448	4
apps/primary-advantage	apps/primary-advantage/components/form-error.tsx	15	coder-xiaomi-mimo-v2-5-pro/primary-advantage-031	reviewed	measure/tracks/primary_advantage_full_review_20260626/line-review/evidence/primary-advantage-031.md	1-15	0
apps/primary-advantage	apps/primary-advantage/components/form-success.tsx	15	coder-xiaomi-mimo-v2-5-pro/primary-advantage-031	reviewed	measure/tracks/primary_advantage_full_review_20260626/line-review/evidence/primary-advantage-031.md	1-15	0
apps/primary-advantage	apps/primary-advantage/components/go-to-top.tsx	26	coder-xiaomi-mimo-v2-5-pro/primary-advantage-031	reviewed	measure/tracks/primary_advantage_full_review_20260626/line-review/evidence/primary-advantage-031.md	1-26	0
apps/primary-advantage	apps/primary-advantage/components/header.tsx	37	coder-xiaomi-mimo-v2-5-pro/primary-advantage-031	reviewed	measure/tracks/primary_advantage_full_review_20260626/line-review/evidence/primary-advantage-031.md	1-37	0
apps/primary-advantage	apps/primary-advantage/components/icons.tsx	157	coder-xiaomi-mimo-v2-5-pro/primary-advantage-031	reviewed	measure/tracks/primary_advantage_full_review_20260626/line-review/evidence/primary-advantage-031.md	1-157	1
apps/primary-advantage	apps/primary-advantage/components/index/feature-box.tsx	22	coder-xiaomi-mimo-v2-5-pro/primary-advantage-031	reviewed	measure/tracks/primary_advantage_full_review_20260626/line-review/evidence/primary-advantage-031.md	1-22	0
apps/primary-advantage	apps/primary-advantage/components/index/footer.tsx	124	coder-xiaomi-mimo-v2-5-pro/primary-advantage-031	reviewed	measure/tracks/primary_advantage_full_review_20260626/line-review/evidence/primary-advantage-031.md	1-124	3
apps/primary-advantage	apps/primary-advantage/components/leaderboard.tsx	109	coder-xiaomi-mimo-v2-5-pro/primary-advantage-031	reviewed	measure/tracks/primary_advantage_full_review_20260626/line-review/evidence/primary-advantage-031.md	1-109	1
apps/primary-advantage	apps/primary-advantage/components/lesson/games/lesson-sentence-cloze-test.tsx	1318	coder-xiaomi-mimo-v2-5/primary-advantage-032	reviewed	measure/tracks/primary_advantage_full_review_20260626/line-review/evidence/primary-advantage-032.md	1-1318	3
apps/primary-advantage	apps/primary-advantage/components/lesson/games/lesson-sentence-flashcard.tsx	741	coder-minimax-m3/primary-advantage-033	reviewed	measure/tracks/primary_advantage_full_review_20260626/line-review/evidence/primary-advantage-033.md	1-741	10
apps/primary-advantage	apps/primary-advantage/components/lesson/games/lesson-sentence-matching.tsx	749	coder-minimax-m3/primary-advantage-034	reviewed	measure/tracks/primary_advantage_full_review_20260626/line-review/evidence/primary-advantage-034.md	1-749	9
apps/primary-advantage	apps/primary-advantage/components/lesson/games/lesson-sentence-order-word.tsx	1128	coder-deepseek-v4-flash/primary-advantage-035	reviewed	measure/tracks/primary_advantage_full_review_20260626/line-review/evidence/primary-advantage-035.md	1-1128	7
apps/primary-advantage	apps/primary-advantage/components/lesson/games/lesson-sentence-order.tsx	1036	coder-xiaomi-mimo-v2-5-pro/primary-advantage-036	reviewed	measure/tracks/primary_advantage_full_review_20260626/line-review/evidence/primary-advantage-036.md	1-1036	8
apps/primary-advantage	apps/primary-advantage/components/lesson/games/lesson-vocabulary-flashcard-card.tsx	749	coder-xiaomi-mimo-v2-5/primary-advantage-037	reviewed	measure/tracks/primary_advantage_full_review_20260626/line-review/evidence/primary-advantage-037.md	1-749	5
apps/primary-advantage	apps/primary-advantage/components/lesson/games/lesson-vocabulary-matching.tsx	736	coder-minimax-m3/primary-advantage-038	reviewed	measure/tracks/primary_advantage_full_review_20260626/line-review/evidence/primary-advantage-038.md	1-736	6
apps/primary-advantage	apps/primary-advantage/components/lesson/lesson-card.tsx	66	coder-minimax-m3/primary-advantage-038	reviewed	measure/tracks/primary_advantage_full_review_20260626/line-review/evidence/primary-advantage-038.md	1-66	3
apps/primary-advantage	apps/primary-advantage/components/lesson/lesson-language-question.tsx	365	coder-minimax-m3/primary-advantage-038	reviewed	measure/tracks/primary_advantage_full_review_20260626/line-review/evidence/primary-advantage-038.md	1-365	7
apps/primary-advantage	apps/primary-advantage/components/lesson/lesson-progress-bar.tsx	821	coder-minimax-m3/primary-advantage-039	reviewed	measure/tracks/primary_advantage_full_review_20260626/line-review/evidence/primary-advantage-039.md	1-821	12
apps/primary-advantage	apps/primary-advantage/components/lesson/pratice/lesson-task-mcq.tsx	552	coder-deepseek-v4-flash/primary-advantage-040	reviewed	measure/tracks/primary_advantage_full_review_20260626/line-review/evidence/primary-advantage-040.md	1-552	4
apps/primary-advantage	apps/primary-advantage/components/lesson/pratice/lesson-task-saq.tsx	297	coder-deepseek-v4-flash/primary-advantage-040	reviewed	measure/tracks/primary_advantage_full_review_20260626/line-review/evidence/primary-advantage-040.md	1-297	3
apps/primary-advantage	apps/primary-advantage/components/lesson/standalone-lesson-card.tsx	67	coder-deepseek-v4-flash/primary-advantage-040	reviewed	measure/tracks/primary_advantage_full_review_20260626/line-review/evidence/primary-advantage-040.md	1-67	1
apps/primary-advantage	apps/primary-advantage/components/lesson/standalone-lesson-progress-bar.tsx	668	coder-xiaomi-mimo-v2-5-pro/primary-advantage-041	reviewed	measure/tracks/primary_advantage_full_review_20260626/line-review/evidence/primary-advantage-041.md	1-668	10
apps/primary-advantage	apps/primary-advantage/components/lesson/task/index.ts	14	coder-xiaomi-mimo-v2-5-pro/primary-advantage-041	reviewed	measure/tracks/primary_advantage_full_review_20260626/line-review/evidence/primary-advantage-041.md	1-14	0
apps/primary-advantage	apps/primary-advantage/components/lesson/task/task-deep-reading.tsx	659	coder-xiaomi-mimo-v2-5/primary-advantage-042	reviewed	measure/tracks/primary_advantage_full_review_20260626/line-review/evidence/primary-advantage-042.md	1-659	9
apps/primary-advantage	apps/primary-advantage/components/lesson/task/task-first-reading.tsx	570	coder-minimax-m3/primary-advantage-043	reviewed	measure/tracks/primary_advantage_full_review_20260626/line-review/evidence/primary-advantage-043.md	1-570	6
apps/primary-advantage	apps/primary-advantage/components/lesson/task/task-introduction.tsx	139	coder-minimax-m3/primary-advantage-043	reviewed	measure/tracks/primary_advantage_full_review_20260626/line-review/evidence/primary-advantage-043.md	1-139	4
apps/primary-advantage	apps/primary-advantage/components/lesson/task/task-language-questions.tsx	65	coder-minimax-m3/primary-advantage-043	reviewed	measure/tracks/primary_advantage_full_review_20260626/line-review/evidence/primary-advantage-043.md	1-65	1
apps/primary-advantage	apps/primary-advantage/components/lesson/task/task-lesson-summary.tsx	476	coder-vocengine-ark-code-latest/primary-advantage-044	reviewed	measure/tracks/primary_advantage_full_review_20260626/line-review/evidence/primary-advantage-044.md	1-476	5
apps/primary-advantage	apps/primary-advantage/components/lesson/task/task-multiple-choice.tsx	35	coder-vocengine-ark-code-latest/primary-advantage-044	reviewed	measure/tracks/primary_advantage_full_review_20260626/line-review/evidence/primary-advantage-044.md	1-35	1
apps/primary-advantage	apps/primary-advantage/components/lesson/task/task-preview-vocabulary.tsx	186	coder-vocengine-ark-code-latest/primary-advantage-044	reviewed	measure/tracks/primary_advantage_full_review_20260626/line-review/evidence/primary-advantage-044.md	1-186	2
apps/primary-advantage	apps/primary-advantage/components/lesson/task/task-sentence-activities.tsx	371	coder-vocengine-ark-code-latest/primary-advantage-044	reviewed	measure/tracks/primary_advantage_full_review_20260626/line-review/evidence/primary-advantage-044.md	1-371	2
apps/primary-advantage	apps/primary-advantage/components/lesson/task/task-sentence-collection.tsx	194	coder-deepseek-v4-flash/primary-advantage-045	reviewed	measure/tracks/primary_advantage_full_review_20260626/line-review/evidence/primary-advantage-045.md	1-194	1
apps/primary-advantage	apps/primary-advantage/components/lesson/task/task-sentence-flashcards.tsx	34	coder-deepseek-v4-flash/primary-advantage-045	reviewed	measure/tracks/primary_advantage_full_review_20260626/line-review/evidence/primary-advantage-045.md	1-34	0
apps/primary-advantage	apps/primary-advantage/components/lesson/task/task-short-answer.tsx	34	coder-deepseek-v4-flash/primary-advantage-045	reviewed	measure/tracks/primary_advantage_full_review_20260626/line-review/evidence/primary-advantage-045.md	1-34	0
apps/primary-advantage	apps/primary-advantage/components/lesson/task/task-vocabulary-collection.tsx	182	coder-deepseek-v4-flash/primary-advantage-045	reviewed	measure/tracks/primary_advantage_full_review_20260626/line-review/evidence/primary-advantage-045.md	1-182	2
apps/primary-advantage	apps/primary-advantage/components/lesson/task/task-vocabulary-flashcards.tsx	38	coder-deepseek-v4-flash/primary-advantage-045	reviewed	measure/tracks/primary_advantage_full_review_20260626/line-review/evidence/primary-advantage-045.md	1-38	0
apps/primary-advantage	apps/primary-advantage/components/lesson/task/task-vocabulary-matching.tsx	38	coder-deepseek-v4-flash/primary-advantage-045	reviewed	measure/tracks/primary_advantage_full_review_20260626/line-review/evidence/primary-advantage-045.md	1-38	0
apps/primary-advantage	apps/primary-advantage/components/manage-tab.tsx	349	coder-deepseek-v4-flash/primary-advantage-045	reviewed	measure/tracks/primary_advantage_full_review_20260626/line-review/evidence/primary-advantage-045.md	1-349	2
apps/primary-advantage	apps/primary-advantage/components/nav/main-nav.tsx	73	coder-deepseek-v4-flash/primary-advantage-045	reviewed	measure/tracks/primary_advantage_full_review_20260626/line-review/evidence/primary-advantage-045.md	1-73	0
apps/primary-advantage	apps/primary-advantage/components/nav/mobile-nav.tsx	45	coder-deepseek-v4-flash/primary-advantage-045	reviewed	measure/tracks/primary_advantage_full_review_20260626/line-review/evidence/primary-advantage-045.md	1-45	1
apps/primary-advantage	apps/primary-advantage/components/nav/new-main-nav.tsx	43	coder-deepseek-v4-flash/primary-advantage-045	reviewed	measure/tracks/primary_advantage_full_review_20260626/line-review/evidence/primary-advantage-045.md	1-43	0
apps/primary-advantage	apps/primary-advantage/components/nav/new-mobile-nav.tsx	147	coder-xiaomi-mimo-v2-5-pro/primary-advantage-046	reviewed	measure/tracks/primary_advantage_full_review_20260626/line-review/evidence/primary-advantage-046.md	1-147	2
apps/primary-advantage	apps/primary-advantage/components/nav/sidebar-nav.tsx	283	coder-xiaomi-mimo-v2-5-pro/primary-advantage-046	reviewed	measure/tracks/primary_advantage_full_review_20260626/line-review/evidence/primary-advantage-046.md	1-283	2
apps/primary-advantage	apps/primary-advantage/components/nav/user-account-nav.tsx	169	coder-xiaomi-mimo-v2-5-pro/primary-advantage-046	reviewed	measure/tracks/primary_advantage_full_review_20260626/line-review/evidence/primary-advantage-046.md	1-169	4
apps/primary-advantage	apps/primary-advantage/components/pratice/cloze-test-game.tsx	1342	coder-xiaomi-mimo-v2-5/primary-advantage-047	reviewed	measure/tracks/primary_advantage_full_review_20260626/line-review/evidence/primary-advantage-047.md	1-1342	8
apps/primary-advantage	apps/primary-advantage/components/pratice/cloze-test-page.tsx	28	coder-minimax-m3/primary-advantage-048	reviewed	measure/tracks/primary_advantage_full_review_20260626/line-review/evidence/primary-advantage-048.md	1-28	0
apps/primary-advantage	apps/primary-advantage/components/pratice/matching-game.tsx	1126	coder-minimax-m3/primary-advantage-048	reviewed	measure/tracks/primary_advantage_full_review_20260626/line-review/evidence/primary-advantage-048.md	1-1126	4
apps/primary-advantage	apps/primary-advantage/components/pratice/matching-page.tsx	28	coder-minimax-m3/primary-advantage-048	reviewed	measure/tracks/primary_advantage_full_review_20260626/line-review/evidence/primary-advantage-048.md	1-28	0
apps/primary-advantage	apps/primary-advantage/components/pratice/order-sentences-game.tsx	1027	coder-vocengine-ark-code-latest/primary-advantage-049	reviewed	measure/tracks/primary_advantage_full_review_20260626/line-review/evidence/primary-advantage-049.md	1-1027	5
apps/primary-advantage	apps/primary-advantage/components/pratice/order-sentences-page.tsx	28	coder-vocengine-ark-code-latest/primary-advantage-049	reviewed	measure/tracks/primary_advantage_full_review_20260626/line-review/evidence/primary-advantage-049.md	1-28	0
apps/primary-advantage	apps/primary-advantage/components/pratice/order-words-game.tsx	1125	coder-minimax-m3/primary-advantage-050	reviewed	measure/tracks/primary_advantage_full_review_20260626/line-review/evidence/primary-advantage-050.md	1-1125	10
apps/primary-advantage	apps/primary-advantage/components/pratice/order-words-page.tsx	28	coder-minimax-m3/primary-advantage-050	reviewed	measure/tracks/primary_advantage_full_review_20260626/line-review/evidence/primary-advantage-050.md	1-28	0
apps/primary-advantage	apps/primary-advantage/components/progress-bar-xp.tsx	29	coder-minimax-m3/primary-advantage-050	reviewed	measure/tracks/primary_advantage_full_review_20260626/line-review/evidence/primary-advantage-050.md	1-29	2
apps/primary-advantage	apps/primary-advantage/components/providers/query-provider.tsx	17	coder-minimax-m3/primary-advantage-050	reviewed	measure/tracks/primary_advantage_full_review_20260626/line-review/evidence/primary-advantage-050.md	1-17	0
apps/primary-advantage	apps/primary-advantage/components/providers/session-provider.tsx	5	coder-deepseek-v4-flash/primary-advantage-051	reviewed	measure/tracks/primary_advantage_full_review_20260626/line-review/evidence/primary-advantage-051.md	1-5	0
apps/primary-advantage	apps/primary-advantage/components/providers/theme-provider.tsx	11	coder-deepseek-v4-flash/primary-advantage-051	reviewed	measure/tracks/primary_advantage_full_review_20260626/line-review/evidence/primary-advantage-051.md	1-11	0
apps/primary-advantage	apps/primary-advantage/components/school/add-admin-dialog.tsx	208	coder-deepseek-v4-flash/primary-advantage-051	reviewed	measure/tracks/primary_advantage_full_review_20260626/line-review/evidence/primary-advantage-051.md	1-208	1
apps/primary-advantage	apps/primary-advantage/components/school/create-school-card.tsx	37	coder-deepseek-v4-flash/primary-advantage-051	reviewed	measure/tracks/primary_advantage_full_review_20260626/line-review/evidence/primary-advantage-051.md	1-37	0
apps/primary-advantage	apps/primary-advantage/components/school/edit-school-form.tsx	235	coder-deepseek-v4-flash/primary-advantage-051	reviewed	measure/tracks/primary_advantage_full_review_20260626/line-review/evidence/primary-advantage-051.md	1-235	0
apps/primary-advantage	apps/primary-advantage/components/school/school-detail.tsx	555	coder-deepseek-v4-flash/primary-advantage-051	reviewed	measure/tracks/primary_advantage_full_review_20260626/line-review/evidence/primary-advantage-051.md	1-555	2
