package	file	line_count	reviewer	status	evidence_file	reviewed_ranges	finding_count
packages/auth-client	packages/auth-client/src/__tests__/hooks.test.tsx	439	Measure Review B	reviewed	measure/tracks/shared_foundation_review_20260626/line-review/evidence/packages-auth-client-001.md	1-439	0
packages/auth-client	packages/auth-client/src/context.ts	42	Measure Review B	reviewed	measure/tracks/shared_foundation_review_20260626/line-review/evidence/packages-auth-client-001.md	1-42	0
packages/auth-client	packages/auth-client/src/index.ts	42	Measure Review B	reviewed	measure/tracks/shared_foundation_review_20260626/line-review/evidence/packages-auth-client-001.md	1-42	0
packages/auth-client	packages/auth-client/src/provider.tsx	120	Measure Review B	reviewed	measure/tracks/shared_foundation_review_20260626/line-review/evidence/packages-auth-client-001.md	1-120	1
packages/auth-client	packages/auth-client/tsconfig.json	10	Measure Review B	reviewed	measure/tracks/shared_foundation_review_20260626/line-review/evidence/packages-auth-client-001.md	1-10	0
packages/auth-client	packages/auth-client/tsup.config.ts	13	Measure Review B	reviewed	measure/tracks/shared_foundation_review_20260626/line-review/evidence/packages-auth-client-001.md	1-13	0
packages/auth-client	packages/auth-client/vitest.config.ts	9	Measure Review B	reviewed	measure/tracks/shared_foundation_review_20260626/line-review/evidence/packages-auth-client-001.md	1-9	0
packages/domain	packages/domain/eslint.config.mjs	3	measure-review-a	reviewed	measure/tracks/shared_foundation_review_20260626/line-review/evidence/packages-domain-001.md	1-3	0
packages/domain	packages/domain/package.json	100	measure-review-a	reviewed	measure/tracks/shared_foundation_review_20260626/line-review/evidence/packages-domain-001.md	1-100	1
packages/domain	packages/domain/src/__tests__/2-school-acceptance.test.ts	162	measure-review-a	reviewed	measure/tracks/shared_foundation_review_20260626/line-review/evidence/packages-domain-001.md	1-162	1
packages/domain	packages/domain/src/__tests__/articles.test.ts	204	measure-review-a	reviewed	measure/tracks/shared_foundation_review_20260626/line-review/evidence/packages-domain-001.md	1-204	1
packages/domain	packages/domain/src/__tests__/assignments.test.ts	351	measure-review-a	reviewed	measure/tracks/shared_foundation_review_20260626/line-review/evidence/packages-domain-001.md	1-351	2
packages/domain	packages/domain/src/__tests__/audit.test.ts	109	measure-review-a	reviewed	measure/tracks/shared_foundation_review_20260626/line-review/evidence/packages-domain-001.md	1-109	1
packages/domain	packages/domain/src/__tests__/classes.test.ts	127	measure-review-a	reviewed	measure/tracks/shared_foundation_review_20260626/line-review/evidence/packages-domain-001.md	1-127	1
packages/domain	packages/domain/src/__tests__/codecamp-github-identity.test.ts	416	gpt-5.5 measure line-review coordinator	reviewed	measure/tracks/shared_foundation_review_20260626/line-review/evidence/packages-domain-002.md	1-416	0
packages/domain	packages/domain/src/__tests__/codecamp-github-issues.test.ts	65	gpt-5.5 measure line-review coordinator	reviewed	measure/tracks/shared_foundation_review_20260626/line-review/evidence/packages-domain-002.md	1-65	0
packages/domain	packages/domain/src/__tests__/codecamp-quiz-progression.test.ts	289	gpt-5.5 measure line-review coordinator	reviewed	measure/tracks/shared_foundation_review_20260626/line-review/evidence/packages-domain-002.md	1-289	0
packages/domain	packages/domain/src/__tests__/codecamp.test.ts	2186	gpt-5.5 measure line-review coordinator	reviewed	measure/tracks/shared_foundation_review_20260626/line-review/evidence/packages-domain-003.md	1-2186	0
packages/domain	packages/domain/src/__tests__/curriculum.test.ts	114	gpt-5.5 measure line-review coordinator	reviewed	measure/tracks/shared_foundation_review_20260626/line-review/evidence/packages-domain-004.md	1-114	0
packages/domain	packages/domain/src/__tests__/db-contract.test.ts	419	gpt-5.5 measure line-review coordinator	reviewed	measure/tracks/shared_foundation_review_20260626/line-review/evidence/packages-domain-004.md	1-419	0
packages/domain	packages/domain/src/__tests__/dsar.integration.test.ts	503	gpt-5.5 measure line-review coordinator	reviewed	measure/tracks/shared_foundation_review_20260626/line-review/evidence/packages-domain-004.md	1-503	0
packages/domain	packages/domain/src/__tests__/dsar.test.ts	254	gpt-5.5 measure line-review coordinator	reviewed	measure/tracks/shared_foundation_review_20260626/line-review/evidence/packages-domain-005.md	1-254	0
packages/domain	packages/domain/src/__tests__/fixtures/2-school.ts	156	gpt-5.5 measure line-review coordinator	reviewed	measure/tracks/shared_foundation_review_20260626/line-review/evidence/packages-domain-005.md	1-156	0
packages/domain	packages/domain/src/__tests__/gamification.test.ts	109	gpt-5.5 measure line-review coordinator	reviewed	measure/tracks/shared_foundation_review_20260626/line-review/evidence/packages-domain-005.md	1-109	0
packages/domain	packages/domain/src/__tests__/licenses.test.ts	126	gpt-5.5 measure line-review coordinator	reviewed	measure/tracks/shared_foundation_review_20260626/line-review/evidence/packages-domain-005.md	1-126	0
packages/domain	packages/domain/src/__tests__/mock-db.ts	127	gpt-5.5 measure line-review coordinator	reviewed	measure/tracks/shared_foundation_review_20260626/line-review/evidence/packages-domain-005.md	1-127	0
packages/domain	packages/domain/src/__tests__/progress.test.ts	263	gpt-5.5 measure line-review coordinator	reviewed	measure/tracks/shared_foundation_review_20260626/line-review/evidence/packages-domain-005.md	1-263	0
packages/domain	packages/domain/src/__tests__/quiz.test.ts	117	gpt-5.5 measure line-review coordinator	reviewed	measure/tracks/shared_foundation_review_20260626/line-review/evidence/packages-domain-005.md	1-117	0
packages/domain	packages/domain/src/__tests__/reports.test.ts	311	gpt-5.5 measure line-review coordinator	reviewed	measure/tracks/shared_foundation_review_20260626/line-review/evidence/packages-domain-006.md	1-311	0
packages/domain	packages/domain/src/__tests__/review-exercise-ai-client.test.ts	131	gpt-5.5 measure line-review coordinator	reviewed	measure/tracks/shared_foundation_review_20260626/line-review/evidence/packages-domain-006.md	1-131	0
packages/domain	packages/domain/src/__tests__/review-exercise.test.ts	201	gpt-5.5 measure line-review coordinator	reviewed	measure/tracks/shared_foundation_review_20260626/line-review/evidence/packages-domain-006.md	1-201	0
packages/domain	packages/domain/src/__tests__/sales-mutations.test.ts	152	gpt-5.5 measure line-review coordinator	reviewed	measure/tracks/shared_foundation_review_20260626/line-review/evidence/packages-domain-006.md	1-152	0
packages/domain	packages/domain/src/__tests__/sales-queries.test.ts	160	gpt-5.5 measure line-review coordinator	reviewed	measure/tracks/shared_foundation_review_20260626/line-review/evidence/packages-domain-006.md	1-160	0
packages/domain	packages/domain/src/__tests__/sales-roleplay-evaluator.test.ts	172	gpt-5.5 measure line-review coordinator	reviewed	measure/tracks/shared_foundation_review_20260626/line-review/evidence/packages-domain-006.md	1-172	0
packages/domain	packages/domain/src/__tests__/stories.test.ts	131	gpt-5.5 measure line-review coordinator	reviewed	measure/tracks/shared_foundation_review_20260626/line-review/evidence/packages-domain-007.md	1-131	0
packages/domain	packages/domain/src/__tests__/students.test.ts	229	gpt-5.5 measure line-review coordinator	reviewed	measure/tracks/shared_foundation_review_20260626/line-review/evidence/packages-domain-007.md	1-229	0
packages/domain	packages/domain/src/__tests__/teachers.test.ts	150	gpt-5.5 measure line-review coordinator	reviewed	measure/tracks/shared_foundation_review_20260626/line-review/evidence/packages-domain-007.md	1-150	0
packages/domain	packages/domain/src/__tests__/tenant-coverage.test.ts	178	gpt-5.5 measure line-review coordinator	reviewed	measure/tracks/shared_foundation_review_20260626/line-review/evidence/packages-domain-007.md	1-178	0
packages/domain	packages/domain/src/__tests__/users.test.ts	164	gpt-5.5 measure line-review coordinator	reviewed	measure/tracks/shared_foundation_review_20260626/line-review/evidence/packages-domain-007.md	1-164	0
packages/domain	packages/domain/src/ai/get-recommendation.ts	302	gpt-5.5 measure line-review coordinator	reviewed	measure/tracks/shared_foundation_review_20260626/line-review/evidence/packages-domain-007.md	1-302	0
packages/domain	packages/domain/src/ai/index.ts	1	gpt-5.5 measure line-review coordinator	reviewed	measure/tracks/shared_foundation_review_20260626/line-review/evidence/packages-domain-007.md	1-1	0
packages/domain	packages/domain/src/articles/contracts.ts	32	gpt-5.5 measure line-review coordinator	reviewed	measure/tracks/shared_foundation_review_20260626/line-review/evidence/packages-domain-007.md	1-32	0
packages/domain	packages/domain/src/articles/errors.ts	19	gpt-5.5 measure line-review coordinator	reviewed	measure/tracks/shared_foundation_review_20260626/line-review/evidence/packages-domain-008.md	1-19	0
packages/domain	packages/domain/src/articles/index.ts	13	gpt-5.5 measure line-review coordinator	reviewed	measure/tracks/shared_foundation_review_20260626/line-review/evidence/packages-domain-008.md	1-13	0
packages/domain	packages/domain/src/articles/mutations.ts	82	gpt-5.5 measure line-review coordinator	reviewed	measure/tracks/shared_foundation_review_20260626/line-review/evidence/packages-domain-008.md	1-82	0
packages/domain	packages/domain/src/articles/permissions.ts	21	gpt-5.5 measure line-review coordinator	reviewed	measure/tracks/shared_foundation_review_20260626/line-review/evidence/packages-domain-008.md	1-21	0
packages/domain	packages/domain/src/articles/queries.ts	84	gpt-5.5 measure line-review coordinator	reviewed	measure/tracks/shared_foundation_review_20260626/line-review/evidence/packages-domain-008.md	1-84	0
packages/domain	packages/domain/src/articles/schema.ts	1	gpt-5.5 measure line-review coordinator	reviewed	measure/tracks/shared_foundation_review_20260626/line-review/evidence/packages-domain-008.md	1-1	0
packages/domain	packages/domain/src/assignments/contracts.ts	28	gpt-5.5 measure line-review coordinator	reviewed	measure/tracks/shared_foundation_review_20260626/line-review/evidence/packages-domain-008.md	1-28	0
packages/domain	packages/domain/src/assignments/errors.ts	29	gpt-5.5 measure line-review coordinator	reviewed	measure/tracks/shared_foundation_review_20260626/line-review/evidence/packages-domain-008.md	1-29	0
packages/domain	packages/domain/src/assignments/index.ts	23	gpt-5.5 measure line-review coordinator	reviewed	measure/tracks/shared_foundation_review_20260626/line-review/evidence/packages-domain-008.md	1-23	0
packages/domain	packages/domain/src/assignments/mutations.ts	270	gpt-5.5 measure line-review coordinator	reviewed	measure/tracks/shared_foundation_review_20260626/line-review/evidence/packages-domain-008.md	1-270	0
packages/domain	packages/domain/src/assignments/permissions.ts	25	gpt-5.5 measure line-review coordinator	reviewed	measure/tracks/shared_foundation_review_20260626/line-review/evidence/packages-domain-009.md	1-25	0
packages/domain	packages/domain/src/assignments/queries.ts	87	gpt-5.5 measure line-review coordinator	reviewed	measure/tracks/shared_foundation_review_20260626/line-review/evidence/packages-domain-009.md	1-87	0
packages/domain	packages/domain/src/assignments/schema.ts	6	gpt-5.5 measure line-review coordinator	reviewed	measure/tracks/shared_foundation_review_20260626/line-review/evidence/packages-domain-009.md	1-6	0
packages/domain	packages/domain/src/audit/dsar.ts	155	gpt-5.5 measure line-review coordinator	reviewed	measure/tracks/shared_foundation_review_20260626/line-review/evidence/packages-domain-009.md	1-155	0
packages/domain	packages/domain/src/audit/index.ts	63	gpt-5.5 measure line-review coordinator	reviewed	measure/tracks/shared_foundation_review_20260626/line-review/evidence/packages-domain-009.md	1-63	0
packages/domain	packages/domain/src/classes/archive-class.ts	41	gpt-5.5 measure line-review coordinator	reviewed	measure/tracks/shared_foundation_review_20260626/line-review/evidence/packages-domain-009.md	1-41	0
packages/domain	packages/domain/src/classes/create-assignment.ts	113	gpt-5.5 measure line-review coordinator	reviewed	measure/tracks/shared_foundation_review_20260626/line-review/evidence/packages-domain-009.md	1-113	0
packages/domain	packages/domain/src/classes/create-science-class.ts	129	gpt-5.5 measure line-review coordinator	reviewed	measure/tracks/shared_foundation_review_20260626/line-review/evidence/packages-domain-009.md	1-129	0
packages/domain	packages/domain/src/classes/delete-assignment.ts	71	gpt-5.5 measure line-review coordinator	reviewed	measure/tracks/shared_foundation_review_20260626/line-review/evidence/packages-domain-009.md	1-71	0
packages/domain	packages/domain/src/classes/get-class-analytics-overview.ts	93	gpt-5.5 measure line-review coordinator	reviewed	measure/tracks/shared_foundation_review_20260626/line-review/evidence/packages-domain-009.md	1-93	0
packages/domain	packages/domain/src/classes/get-class-curriculum.ts	96	gpt-5.5 measure line-review coordinator	reviewed	measure/tracks/shared_foundation_review_20260626/line-review/evidence/packages-domain-010.md	1-96	0
packages/domain	packages/domain/src/classes/get-class-detail-with-curriculum.ts	95	gpt-5.5 measure line-review coordinator	reviewed	measure/tracks/shared_foundation_review_20260626/line-review/evidence/packages-domain-010.md	1-95	0
packages/domain	packages/domain/src/classes/get-class-lesson-analytics.ts	93	gpt-5.5 measure line-review coordinator	reviewed	measure/tracks/shared_foundation_review_20260626/line-review/evidence/packages-domain-010.md	1-93	0
packages/domain	packages/domain/src/classes/get-class-roster.ts	86	gpt-5.5 measure line-review coordinator	reviewed	measure/tracks/shared_foundation_review_20260626/line-review/evidence/packages-domain-010.md	1-86	0
packages/domain	packages/domain/src/classes/get-class.ts	50	gpt-5.5 measure line-review coordinator	reviewed	measure/tracks/shared_foundation_review_20260626/line-review/evidence/packages-domain-010.md	1-50	0
packages/domain	packages/domain/src/classes/index.ts	96	gpt-5.5 measure line-review coordinator	reviewed	measure/tracks/shared_foundation_review_20260626/line-review/evidence/packages-domain-010.md	1-96	0
packages/domain	packages/domain/src/classes/join-class.ts	82	gpt-5.5 measure line-review coordinator	reviewed	measure/tracks/shared_foundation_review_20260626/line-review/evidence/packages-domain-010.md	1-82	0
packages/domain	packages/domain/src/classes/list-assignment.ts	113	gpt-5.5 measure line-review coordinator	reviewed	measure/tracks/shared_foundation_review_20260626/line-review/evidence/packages-domain-010.md	1-113	0
packages/domain	packages/domain/src/classes/list-classes-with-counts.ts	72	gpt-5.5 measure line-review coordinator	reviewed	measure/tracks/shared_foundation_review_20260626/line-review/evidence/packages-domain-010.md	1-72	0
packages/domain	packages/domain/src/classes/update-class.ts	58	gpt-5.5 measure line-review coordinator	reviewed	measure/tracks/shared_foundation_review_20260626/line-review/evidence/packages-domain-010.md	1-58	0
packages/domain	packages/domain/src/codecamp/chat.ts	109	gpt-5.5 measure line-review coordinator	reviewed	measure/tracks/shared_foundation_review_20260626/line-review/evidence/packages-domain-011.md	1-109	0
packages/domain	packages/domain/src/codecamp/errors.ts	41	gpt-5.5 measure line-review coordinator	reviewed	measure/tracks/shared_foundation_review_20260626/line-review/evidence/packages-domain-011.md	1-41	0
packages/domain	packages/domain/src/codecamp/exercises.ts	86	gpt-5.5 measure line-review coordinator	reviewed	measure/tracks/shared_foundation_review_20260626/line-review/evidence/packages-domain-011.md	1-86	0
packages/domain	packages/domain/src/codecamp/github-issues.ts	27	gpt-5.5 measure line-review coordinator	reviewed	measure/tracks/shared_foundation_review_20260626/line-review/evidence/packages-domain-011.md	1-27	0
packages/domain	packages/domain/src/codecamp/index.ts	41	gpt-5.5 measure line-review coordinator	reviewed	measure/tracks/shared_foundation_review_20260626/line-review/evidence/packages-domain-011.md	1-41	0
packages/domain	packages/domain/src/codecamp/intern-accounts.ts	191	gpt-5.5 measure line-review coordinator	reviewed	measure/tracks/shared_foundation_review_20260626/line-review/evidence/packages-domain-011.md	1-191	0
packages/domain	packages/domain/src/codecamp/lessons.ts	70	gpt-5.5 measure line-review coordinator	reviewed	measure/tracks/shared_foundation_review_20260626/line-review/evidence/packages-domain-011.md	1-70	0
packages/domain	packages/domain/src/codecamp/modules.ts	177	gpt-5.5 measure line-review coordinator	reviewed	measure/tracks/shared_foundation_review_20260626/line-review/evidence/packages-domain-011.md	1-177	0
packages/domain	packages/domain/src/codecamp/permissions.ts	18	gpt-5.5 measure line-review coordinator	reviewed	measure/tracks/shared_foundation_review_20260626/line-review/evidence/packages-domain-011.md	1-18	0
packages/domain	packages/domain/src/codecamp/pr-reviews.ts	169	gpt-5.5 measure line-review coordinator	reviewed	measure/tracks/shared_foundation_review_20260626/line-review/evidence/packages-domain-011.md	1-169	0
packages/domain	packages/domain/src/codecamp/progress.ts	91	gpt-5.5 measure line-review coordinator	reviewed	measure/tracks/shared_foundation_review_20260626/line-review/evidence/packages-domain-012.md	1-91	0
packages/domain	packages/domain/src/codecamp/quizzes.ts	55	gpt-5.5 measure line-review coordinator	reviewed	measure/tracks/shared_foundation_review_20260626/line-review/evidence/packages-domain-012.md	1-55	0
packages/domain	packages/domain/src/codecamp/review-exercise.ts	157	gpt-5.5 measure line-review coordinator	reviewed	measure/tracks/shared_foundation_review_20260626/line-review/evidence/packages-domain-012.md	1-157	0
packages/domain	packages/domain/src/curriculum/contracts.ts	21	gpt-5.5 measure line-review coordinator	reviewed	measure/tracks/shared_foundation_review_20260626/line-review/evidence/packages-domain-012.md	1-21	0
packages/domain	packages/domain/src/curriculum/errors.ts	13	gpt-5.5 measure line-review coordinator	reviewed	measure/tracks/shared_foundation_review_20260626/line-review/evidence/packages-domain-012.md	1-13	0
packages/domain	packages/domain/src/curriculum/get-lesson-by-slug.ts	51	gpt-5.5 measure line-review coordinator	reviewed	measure/tracks/shared_foundation_review_20260626/line-review/evidence/packages-domain-012.md	1-51	0
packages/domain	packages/domain/src/curriculum/index.ts	11	gpt-5.5 measure line-review coordinator	reviewed	measure/tracks/shared_foundation_review_20260626/line-review/evidence/packages-domain-012.md	1-11	0
packages/domain	packages/domain/src/curriculum/mutations.ts	49	gpt-5.5 measure line-review coordinator	reviewed	measure/tracks/shared_foundation_review_20260626/line-review/evidence/packages-domain-012.md	1-49	0
packages/domain	packages/domain/src/curriculum/permissions.ts	14	gpt-5.5 measure line-review coordinator	reviewed	measure/tracks/shared_foundation_review_20260626/line-review/evidence/packages-domain-012.md	1-14	0
packages/domain	packages/domain/src/curriculum/queries.ts	70	gpt-5.5 measure line-review coordinator	reviewed	measure/tracks/shared_foundation_review_20260626/line-review/evidence/packages-domain-012.md	1-70	0
packages/domain	packages/domain/src/curriculum/schema.ts	1	gpt-5.5 measure line-review coordinator	reviewed	measure/tracks/shared_foundation_review_20260626/line-review/evidence/packages-domain-013.md	1-1	0
packages/domain	packages/domain/src/db-contract.ts	563	gpt-5.5 measure line-review coordinator	reviewed	measure/tracks/shared_foundation_review_20260626/line-review/evidence/packages-domain-013.md	1-563	0
packages/domain	packages/domain/src/gamification/contracts.ts	37	gpt-5.5 measure line-review coordinator	reviewed	measure/tracks/shared_foundation_review_20260626/line-review/evidence/packages-domain-013.md	1-37	0
packages/domain	packages/domain/src/gamification/errors.ts	19	gpt-5.5 measure line-review coordinator	reviewed	measure/tracks/shared_foundation_review_20260626/line-review/evidence/packages-domain-013.md	1-19	0
packages/domain	packages/domain/src/gamification/index.ts	13	gpt-5.5 measure line-review coordinator	reviewed	measure/tracks/shared_foundation_review_20260626/line-review/evidence/packages-domain-013.md	1-13	0
packages/domain	packages/domain/src/gamification/mutations.ts	36	gpt-5.5 measure line-review coordinator	reviewed	measure/tracks/shared_foundation_review_20260626/line-review/evidence/packages-domain-013.md	1-36	0
packages/domain	packages/domain/src/gamification/permissions.ts	23	gpt-5.5 measure line-review coordinator	reviewed	measure/tracks/shared_foundation_review_20260626/line-review/evidence/packages-domain-013.md	1-23	0
packages/domain	packages/domain/src/gamification/queries.ts	37	gpt-5.5 measure line-review coordinator	reviewed	measure/tracks/shared_foundation_review_20260626/line-review/evidence/packages-domain-013.md	1-37	0
packages/domain	packages/domain/src/gamification/schema.ts	5	gpt-5.5 measure line-review coordinator	reviewed	measure/tracks/shared_foundation_review_20260626/line-review/evidence/packages-domain-013.md	1-5	0
packages/domain	packages/domain/src/index.ts	25	gpt-5.5 measure line-review coordinator	reviewed	measure/tracks/shared_foundation_review_20260626/line-review/evidence/packages-domain-013.md	1-25	0
packages/domain	packages/domain/src/interventions/index.ts	1	gpt-5.5 measure line-review coordinator	reviewed	measure/tracks/shared_foundation_review_20260626/line-review/evidence/packages-domain-014.md	1-1	0
packages/domain	packages/domain/src/interventions/list-alerts.ts	244	gpt-5.5 measure line-review coordinator	reviewed	measure/tracks/shared_foundation_review_20260626/line-review/evidence/packages-domain-014.md	1-244	0
packages/domain	packages/domain/src/licenses/contracts.ts	11	gpt-5.5 measure line-review coordinator	reviewed	measure/tracks/shared_foundation_review_20260626/line-review/evidence/packages-domain-014.md	1-11	0
packages/domain	packages/domain/src/licenses/errors.ts	13	gpt-5.5 measure line-review coordinator	reviewed	measure/tracks/shared_foundation_review_20260626/line-review/evidence/packages-domain-014.md	1-13	0
packages/domain	packages/domain/src/licenses/index.ts	9	gpt-5.5 measure line-review coordinator	reviewed	measure/tracks/shared_foundation_review_20260626/line-review/evidence/packages-domain-014.md	1-9	0
packages/domain	packages/domain/src/licenses/mutations.ts	76	gpt-5.5 measure line-review coordinator	reviewed	measure/tracks/shared_foundation_review_20260626/line-review/evidence/packages-domain-014.md	1-76	0
packages/domain	packages/domain/src/licenses/permissions.ts	16	gpt-5.5 measure line-review coordinator	reviewed	measure/tracks/shared_foundation_review_20260626/line-review/evidence/packages-domain-014.md	1-16	0
packages/domain	packages/domain/src/licenses/queries.ts	36	gpt-5.5 measure line-review coordinator	reviewed	measure/tracks/shared_foundation_review_20260626/line-review/evidence/packages-domain-014.md	1-36	0
packages/domain	packages/domain/src/licenses/schema.ts	1	gpt-5.5 measure line-review coordinator	reviewed	measure/tracks/shared_foundation_review_20260626/line-review/evidence/packages-domain-014.md	1-1	0
packages/domain	packages/domain/src/mastery/index.ts	7	gpt-5.5 measure line-review coordinator	reviewed	measure/tracks/shared_foundation_review_20260626/line-review/evidence/packages-domain-014.md	1-7	0
packages/domain	packages/domain/src/mastery/record-run.ts	270	gpt-5.5 measure line-review coordinator	reviewed	measure/tracks/shared_foundation_review_20260626/line-review/evidence/packages-domain-015.md	1-270	0
packages/domain	packages/domain/src/progress/contracts.ts	17	gpt-5.5 measure line-review coordinator	reviewed	measure/tracks/shared_foundation_review_20260626/line-review/evidence/packages-domain-015.md	1-17	0
packages/domain	packages/domain/src/progress/errors.ts	13	gpt-5.5 measure line-review coordinator	reviewed	measure/tracks/shared_foundation_review_20260626/line-review/evidence/packages-domain-015.md	1-13	0
packages/domain	packages/domain/src/progress/index.ts	20	gpt-5.5 measure line-review coordinator	reviewed	measure/tracks/shared_foundation_review_20260626/line-review/evidence/packages-domain-015.md	1-20	0
packages/domain	packages/domain/src/progress/mutations.ts	89	gpt-5.5 measure line-review coordinator	reviewed	measure/tracks/shared_foundation_review_20260626/line-review/evidence/packages-domain-015.md	1-89	0
packages/domain	packages/domain/src/progress/permissions.ts	16	gpt-5.5 measure line-review coordinator	reviewed	measure/tracks/shared_foundation_review_20260626/line-review/evidence/packages-domain-015.md	1-16	0
packages/domain	packages/domain/src/progress/queries.ts	134	gpt-5.5 measure line-review coordinator	reviewed	measure/tracks/shared_foundation_review_20260626/line-review/evidence/packages-domain-015.md	1-134	0
packages/domain	packages/domain/src/progress/schema.ts	10	gpt-5.5 measure line-review coordinator	reviewed	measure/tracks/shared_foundation_review_20260626/line-review/evidence/packages-domain-015.md	1-10	0
packages/domain	packages/domain/src/quiz/contracts.ts	17	gpt-5.5 measure line-review coordinator	reviewed	measure/tracks/shared_foundation_review_20260626/line-review/evidence/packages-domain-015.md	1-17	0
packages/domain	packages/domain/src/quiz/errors.ts	13	gpt-5.5 measure line-review coordinator	reviewed	measure/tracks/shared_foundation_review_20260626/line-review/evidence/packages-domain-015.md	1-13	0
packages/domain	packages/domain/src/quiz/index.ts	11	gpt-5.5 measure line-review coordinator	reviewed	measure/tracks/shared_foundation_review_20260626/line-review/evidence/packages-domain-016.md	1-11	0
packages/domain	packages/domain/src/quiz/mutations.ts	28	gpt-5.5 measure line-review coordinator	reviewed	measure/tracks/shared_foundation_review_20260626/line-review/evidence/packages-domain-016.md	1-28	0
packages/domain	packages/domain/src/quiz/permissions.ts	18	gpt-5.5 measure line-review coordinator	reviewed	measure/tracks/shared_foundation_review_20260626/line-review/evidence/packages-domain-016.md	1-18	0
packages/domain	packages/domain/src/quiz/queries.ts	30	gpt-5.5 measure line-review coordinator	reviewed	measure/tracks/shared_foundation_review_20260626/line-review/evidence/packages-domain-016.md	1-30	0
packages/domain	packages/domain/src/quiz/schema.ts	1	gpt-5.5 measure line-review coordinator	reviewed	measure/tracks/shared_foundation_review_20260626/line-review/evidence/packages-domain-016.md	1-1	0
packages/domain	packages/domain/src/quiz/submit-attempt.ts	217	gpt-5.5 measure line-review coordinator	reviewed	measure/tracks/shared_foundation_review_20260626/line-review/evidence/packages-domain-016.md	1-217	0
packages/domain	packages/domain/src/reports/errors.ts	13	gpt-5.5 measure line-review coordinator	reviewed	measure/tracks/shared_foundation_review_20260626/line-review/evidence/packages-domain-016.md	1-13	0
packages/domain	packages/domain/src/reports/index.ts	12	gpt-5.5 measure line-review coordinator	reviewed	measure/tracks/shared_foundation_review_20260626/line-review/evidence/packages-domain-016.md	1-12	0
packages/domain	packages/domain/src/reports/permissions.ts	12	gpt-5.5 measure line-review coordinator	reviewed	measure/tracks/shared_foundation_review_20260626/line-review/evidence/packages-domain-016.md	1-12	0
packages/domain	packages/domain/src/reports/queries.ts	178	gpt-5.5 measure line-review coordinator	reviewed	measure/tracks/shared_foundation_review_20260626/line-review/evidence/packages-domain-016.md	1-178	0
packages/domain	packages/domain/src/reports/schema.ts	9	gpt-5.5 measure line-review coordinator	reviewed	measure/tracks/shared_foundation_review_20260626/line-review/evidence/packages-domain-017.md	1-9	0
packages/domain	packages/domain/src/sales/__tests__/excerpt-derivation.test.ts	104	gpt-5.5 measure line-review coordinator	reviewed	measure/tracks/shared_foundation_review_20260626/line-review/evidence/packages-domain-017.md	1-104	0
packages/domain	packages/domain/src/sales/__tests__/permissions-and-evaluator.test.ts	105	gpt-5.5 measure line-review coordinator	reviewed	measure/tracks/shared_foundation_review_20260626/line-review/evidence/packages-domain-017.md	1-105	0
packages/domain	packages/domain/src/sales/contracts.ts	46	gpt-5.5 measure line-review coordinator	reviewed	measure/tracks/shared_foundation_review_20260626/line-review/evidence/packages-domain-017.md	1-46	0
packages/domain	packages/domain/src/sales/errors.ts	62	gpt-5.5 measure line-review coordinator	reviewed	measure/tracks/shared_foundation_review_20260626/line-review/evidence/packages-domain-017.md	1-62	0
packages/domain	packages/domain/src/sales/index.ts	10	gpt-5.5 measure line-review coordinator	reviewed	measure/tracks/shared_foundation_review_20260626/line-review/evidence/packages-domain-017.md	1-10	0
packages/domain	packages/domain/src/sales/mutations.ts	379	gpt-5.5 measure line-review coordinator	reviewed	measure/tracks/shared_foundation_review_20260626/line-review/evidence/packages-domain-017.md	1-379	0
packages/domain	packages/domain/src/sales/permissions.ts	33	gpt-5.5 measure line-review coordinator	reviewed	measure/tracks/shared_foundation_review_20260626/line-review/evidence/packages-domain-017.md	1-33	0
packages/domain	packages/domain/src/sales/queries.ts	299	gpt-5.5 measure line-review coordinator	reviewed	measure/tracks/shared_foundation_review_20260626/line-review/evidence/packages-domain-017.md	1-299	0
packages/domain	packages/domain/src/sales/roleplay-evaluator.ts	197	gpt-5.5 measure line-review coordinator	reviewed	measure/tracks/shared_foundation_review_20260626/line-review/evidence/packages-domain-018.md	1-197	0
packages/domain	packages/domain/src/sales/schema.ts	194	gpt-5.5 measure line-review coordinator	reviewed	measure/tracks/shared_foundation_review_20260626/line-review/evidence/packages-domain-018.md	1-194	0
packages/domain	packages/domain/src/stories/errors.ts	13	gpt-5.5 measure line-review coordinator	reviewed	measure/tracks/shared_foundation_review_20260626/line-review/evidence/packages-domain-018.md	1-13	0
packages/domain	packages/domain/src/stories/index.ts	5	gpt-5.5 measure line-review coordinator	reviewed	measure/tracks/shared_foundation_review_20260626/line-review/evidence/packages-domain-018.md	1-5	0
packages/domain	packages/domain/src/stories/mutations.ts	42	gpt-5.5 measure line-review coordinator	reviewed	measure/tracks/shared_foundation_review_20260626/line-review/evidence/packages-domain-018.md	1-42	0
packages/domain	packages/domain/src/stories/permissions.ts	18	gpt-5.5 measure line-review coordinator	reviewed	measure/tracks/shared_foundation_review_20260626/line-review/evidence/packages-domain-018.md	1-18	0
packages/domain	packages/domain/src/stories/queries.ts	70	gpt-5.5 measure line-review coordinator	reviewed	measure/tracks/shared_foundation_review_20260626/line-review/evidence/packages-domain-018.md	1-70	0
